transaction_id|transaction_ref|transaction_dt|amount|debit_acct|credit_acct|status|narrative|approval_dt|approved_by_user_id
TRN-273463|G28266A78838|2015-10-07 14:39:49|2804.64|ACT-00015|ACT-34595|processed|payment for invoice # INV-832807|2015-10-08 00:00:00|u9615
TRN-427378|X53238B73141|2011-12-05 15:25:12|96785.95|ACT-00005|ACT-80828|processed|payment for invoice # INV-414386|2011-12-08 00:00:00|u3977
TRN-847998|O99407N40419|2006-12-12 15:07:19|30477.46|ACT-00025|ACT-46570|processed|payment for invoice # INV-748673|2006-12-14 00:00:00|u3977
TRN-963380|K18709E74300|2013-05-16 13:38:48|4126.67|ACT-00030|ACT-93939|processed|payment for invoice # INV-908119|2013-05-23 00:00:00|u9615
TRN-883722|L76641Y55976|2013-04-19 12:16:45|5920.14|ACT-00003|ACT-70849|processed|payment for invoice # INV-142290|2013-04-25 00:00:00|u2204
TRN-123905|Y10559G91965|2016-03-07 13:51:02|10533.99|ACT-00035|ACT-93939|processed|payment for invoice # INV-135115|2016-03-10 00:00:00|u2204
TRN-764472|W84891J52788|2012-04-18 16:55:21|3446.17|ACT-00030|ACT-59698|processed|payment for invoice # INV-983867|2012-04-19 00:00:00|u9615
TRN-995625|M25046I68857|2015-12-10 12:54:16|2017.42|ACT-00028|ACT-34595|processed|payment for invoice # INV-448184|2015-12-17 00:00:00|u9615
TRN-913573|Z89447S17903|2011-11-11 10:38:19|107391.83|ACT-00035|ACT-87049|processed|payment for invoice # INV-769106|2011-11-17 00:00:00|u3269
TRN-726294|K68197O38401|2012-07-10 10:25:03|19401.11|ACT-00014|ACT-50360|processed|payment for invoice # INV-563794|2012-07-12 00:00:00|u2204
TRN-296404|Z97026E31734|2016-03-04 16:02:00|2694.19|ACT-00034|ACT-95624|processed|payment for invoice # INV-904848|2016-03-10 00:00:00|u9615
TRN-431160|N45660E62200|2010-12-13 13:10:10|49777.98|ACT-00017|ACT-50360|processed|payment for invoice # INV-966446|2010-12-16 00:00:00|u3977
TRN-677637|Q18748W29561|2010-04-19 10:00:03|12710.35|ACT-00012|ACT-55676|processed|payment for invoice # INV-749323|2010-04-22 00:00:00|u2204
TRN-827793|G45759F80062|2014-04-22 15:04:12|4967.62|ACT-00025|ACT-87049|processed|payment for invoice # INV-113153|2014-04-24 00:00:00|u9615
TRN-219031|F70726M47286|2012-08-22 14:30:31|12166.41|ACT-00029|ACT-11034|processed|payment for invoice # INV-199572|2012-08-23 00:00:00|u2204
TRN-774171|X60817Y22908|2016-03-11 12:46:37|56105.73|ACT-00003|ACT-20501|processed|payment for invoice # INV-290914|2016-03-17 00:00:00|u3977
TRN-565438|V28375O32260|2011-09-27 16:19:33|12297.29|ACT-00007|ACT-14189|processed|payment for invoice # INV-874455|2011-09-29 00:00:00|u2204
TRN-985072|C45436O79475|2015-04-13 11:52:36|1950.08|ACT-00032|ACT-80828|processed|payment for invoice # INV-380748|2015-04-16 00:00:00|u9615
TRN-867154|U25867H39783|2014-04-14 10:11:01|485.68|ACT-00030|ACT-59698|processed|payment for invoice # INV-856555|2014-04-17 00:00:00|u9615
TRN-384004|R71561S98145|2010-04-20 14:32:37|5329.35|ACT-00002|ACT-11034|processed|payment for invoice # INV-312941|2010-04-22 00:00:00|u2204
TRN-474662|F23508T86074|2015-04-24 10:29:54|3.68|ACT-00032|ACT-36515|processed|payment for invoice # INV-149970|2015-04-30 00:00:00|u7724
TRN-686623|G97687G14348|2014-09-03 16:43:07|16385.28|ACT-00014|ACT-59698|processed|payment for invoice # INV-800229|2014-09-04 00:00:00|u2204
TRN-478787|X55158W59536|2015-10-19 14:54:04|16561.00|ACT-00024|ACT-50360|processed|payment for invoice # INV-143564|2015-10-22 00:00:00|u2204
TRN-498204|N17308I66241|2014-02-03 16:45:00|1413.17|ACT-00025|ACT-93939|processed|payment for invoice # INV-720994|2014-02-06 00:00:00|u9615
TRN-949959|R18079Q87780|2014-01-22 14:03:14|28523.11|ACT-00009|ACT-46570|processed|payment for invoice # INV-150350|2014-01-23 00:00:00|u2204
TRN-463764|K82723C33371|2015-04-13 15:19:19|35295.24|ACT-00027|ACT-34595|processed|payment for invoice # INV-709314|2015-04-16 00:00:00|u3977
TRN-869917|Q53469T96727|2012-11-08 14:13:48|38640.43|ACT-00012|ACT-84271|processed|payment for invoice # INV-122024|2012-11-15 00:00:00|u3977
TRN-891557|K32510N26590|2016-02-17 15:10:38|4305.04|ACT-00015|ACT-36515|processed|payment for invoice # INV-133277|2016-02-18 00:00:00|u9615
TRN-939777|C53729Z72688|2013-03-19 12:52:55|42306.54|ACT-00010|ACT-59698|processed|payment for invoice # INV-996991|2013-03-21 00:00:00|u3977
TRN-802891|Z60373B49834|2011-04-18 15:32:58|51283.42|ACT-00006|ACT-45489|processed|payment for invoice # INV-448289|2011-04-21 00:00:00|u3977
TRN-998866|D96281U27313|2013-04-29 13:40:18|15251.46|ACT-00029|ACT-93939|processed|payment for invoice # INV-226490|2013-05-02 00:00:00|u3977
TRN-918124|T28390Q40237|2011-03-21 09:29:55|10192.84|ACT-00009|ACT-36515|processed|payment for invoice # INV-709615|2011-03-24 00:00:00|u3977
TRN-649975|S90639G79297|2014-10-17 15:15:11|1293.63|ACT-00002|ACT-59698|processed|payment for invoice # INV-489629|2014-10-23 00:00:00|u9615
TRN-814976|Q30699S37222|2011-04-04 13:54:45|75053.94|ACT-00013|ACT-95624|processed|payment for invoice # INV-924912|2011-04-07 00:00:00|u3977
TRN-622201|U68970X28002|2010-06-21 12:27:45|1927.41|ACT-00014|ACT-36515|processed|payment for invoice # INV-917090|2010-06-24 00:00:00|u9615
TRN-537806|U28949K58855|2011-11-14 14:27:25|5596.96|ACT-00014|ACT-95862|processed|payment for invoice # INV-850732|2011-11-17 00:00:00|u3977
TRN-983847|O36199O45085|2011-12-05 13:08:45|9329.72|ACT-00034|ACT-59698|processed|payment for invoice # INV-933219|2011-12-08 00:00:00|u2204
TRN-508158|H42583E22246|2011-04-26 14:46:54|7430.49|ACT-00027|ACT-87049|processed|payment for invoice # INV-798266|2011-04-28 00:00:00|u2204
TRN-645139|U85887S85192|2014-10-02 09:28:05|4802.37|ACT-00036|ACT-93939|processed|payment for invoice # INV-898024|2014-10-09 00:00:00|u9615
TRN-485075|X34241I27291|2013-01-08 15:29:12|39036.35|ACT-00018|ACT-93939|processed|payment for invoice # INV-449420|2013-01-10 00:00:00|u3977
TRN-959316|Y80351P75667|2013-03-21 15:37:38|8398.72|ACT-00022|ACT-59698|processed|payment for invoice # INV-186752|2013-03-28 00:00:00|u3977
TRN-537132|X21615I34539|2008-03-17 14:56:31|59714.83|ACT-00033|ACT-21097|processed|payment for invoice # INV-917967|2008-03-20 00:00:00|u3977
TRN-383097|K61015F97348|2014-09-24 10:26:46|18702.77|ACT-00008|ACT-50360|processed|payment for invoice # INV-302954|2014-09-25 00:00:00|u2204
TRN-324132|B59691M69898|2013-09-02 12:46:54|9013.92|ACT-00034|ACT-59698|processed|payment for invoice # INV-184922|2013-09-05 00:00:00|u3977
TRN-301133|C62223M43610|2011-07-05 10:27:44|42217.72|ACT-00002|ACT-95862|processed|payment for invoice # INV-336793|2011-07-07 00:00:00|u3269
TRN-706267|E37379S24220|2013-07-15 10:04:54|66046.89|ACT-00036|ACT-59698|processed|payment for invoice # INV-673431|2013-07-18 00:00:00|u3977
TRN-397982|I63639G64493|2014-01-21 14:09:29|9657.54|ACT-00014|ACT-46570|processed|payment for invoice # INV-878769|2014-01-23 00:00:00|u2204
TRN-647013|Q38354Q43514|2011-03-28 09:33:23|29638.83|ACT-00027|ACT-95862|processed|payment for invoice # INV-819066|2011-03-31 00:00:00|u3977
TRN-493729|D42895P25276|2015-06-22 11:50:10|11551.79|ACT-00010|ACT-93939|processed|payment for invoice # INV-292604|2015-06-25 00:00:00|u2204
TRN-491400|B26086H32740|2011-07-18 16:50:51|10944.91|ACT-00023|ACT-45489|processed|payment for invoice # INV-407896|2011-07-21 00:00:00|u2204
TRN-127510|C36416C60864|2011-03-21 14:53:03|13866.26|ACT-00035|ACT-36515|processed|payment for invoice # INV-280115|2011-03-24 00:00:00|u2204
TRN-148697|R46144A11093|2011-01-24 10:48:36|5344.73|ACT-00034|ACT-93939|processed|payment for invoice # INV-837852|2011-01-27 00:00:00|u2204
TRN-286511|O58765G98024|2013-04-15 11:45:21|51413.07|ACT-00023|ACT-69837|processed|payment for invoice # INV-926804|2013-04-18 00:00:00|u3977
TRN-500095|B88351P18417|2013-01-11 09:47:47|27111.45|ACT-00032|ACT-11034|processed|payment for invoice # INV-653498|2013-01-17 00:00:00|u2204
TRN-476449|K82889A46621|2012-06-22 10:22:38|15779.86|ACT-00019|ACT-45489|processed|payment for invoice # INV-692360|2012-06-28 00:00:00|u2204
TRN-269674|H70017L50739|2014-01-15 11:55:25|10753.97|ACT-00028|ACT-93939|processed|payment for invoice # INV-242147|2014-01-16 00:00:00|u3977
TRN-162862|A67529V51722|2008-03-25 09:15:44|2846.78|ACT-00007|ACT-55676|processed|payment for invoice # INV-988797|2008-03-27 00:00:00|u9615
TRN-926093|A67389B15562|2009-03-05 10:31:51|867.43|ACT-00002|ACT-95624|processed|payment for invoice # INV-736572|2009-03-12 00:00:00|u9615
TRN-177545|Q13136W76679|2010-06-15 15:28:33|1255.55|ACT-00037|ACT-95862|processed|payment for invoice # INV-299500|2010-06-17 00:00:00|u9615
TRN-150140|W25574M77809|2011-12-05 12:00:17|30292.65|ACT-00029|ACT-80828|processed|payment for invoice # INV-926041|2011-12-08 00:00:00|u3977
TRN-497980|S39964L99277|2014-01-16 16:43:36|72200.00|ACT-00006|ACT-46570|processed|payment for invoice # INV-247446|2014-01-23 00:00:00|u3977
TRN-746415|W54700J62242|2015-06-01 16:50:35|6006.26|ACT-00031|ACT-45489|processed|payment for invoice # INV-154247|2015-06-04 00:00:00|u2204
TRN-206405|U99124Q46907|2011-11-14 10:01:40|6629.82|ACT-00026|ACT-46570|processed|payment for invoice # INV-110931|2011-11-17 00:00:00|u2204
TRN-136280|N74571L77983|2016-02-29 16:50:29|22209.66|ACT-00020|ACT-36515|processed|payment for invoice # INV-904545|2016-03-03 00:00:00|u2204
TRN-985966|U39841S30490|2015-03-25 14:00:49|56345.53|ACT-00022|ACT-87049|processed|payment for invoice # INV-595633|2015-03-26 00:00:00|u3977
TRN-739332|H51092O74201|2014-01-13 13:57:03|10967.28|ACT-00018|ACT-11034|processed|payment for invoice # INV-966232|2014-01-16 00:00:00|u2204
TRN-701715|Q55040R81917|2014-06-23 13:27:44|786.41|ACT-00037|ACT-95624|processed|payment for invoice # INV-235547|2014-06-26 00:00:00|u9615
TRN-819641|J17150K96633|2012-12-17 16:53:42|1132.94|ACT-00020|ACT-11034|processed|payment for invoice # INV-214802|2012-12-20 00:00:00|u9615
TRN-694281|H82250C50421|2013-12-09 15:48:10|13235.50|ACT-00018|ACT-50360|processed|payment for invoice # INV-986286|2013-12-12 00:00:00|u2204
TRN-874145|O61978O95922|2010-12-07 10:52:26|41200.66|ACT-00015|ACT-93939|processed|payment for invoice # INV-679290|2010-12-09 00:00:00|u3977
TRN-557502|N53819M49390|2011-04-19 13:36:36|6540.14|ACT-00007|ACT-55676|processed|payment for invoice # INV-820132|2011-04-21 00:00:00|u2204
TRN-396329|J26474P59831|2013-01-07 10:40:02|13270.02|ACT-00035|ACT-93939|processed|payment for invoice # INV-180593|2013-01-10 00:00:00|u3977
TRN-745608|L75327F43217|2015-12-14 14:12:22|627.03|ACT-00033|ACT-80828|processed|payment for invoice # INV-674315|2015-12-17 00:00:00|u9615
TRN-861667|E21297D73121|2013-03-18 12:52:30|65810.61|ACT-00010|ACT-50360|processed|payment for invoice # INV-645133|2013-03-21 00:00:00|u3977
TRN-351933|T26626X11425|2015-12-14 11:10:00|19174.45|ACT-00015|ACT-93939|processed|payment for invoice # INV-862397|2015-12-17 00:00:00|u3977
TRN-898356|U96547H65937|2011-03-16 15:10:19|29362.69|ACT-00018|ACT-36515|processed|payment for invoice # INV-926395|2011-03-17 00:00:00|u3977
TRN-535965|R37181T10322|2012-06-27 16:28:16|35842.25|ACT-00024|ACT-11034|processed|payment for invoice # INV-918607|2012-06-28 00:00:00|u3977
TRN-763484|U83462G90324|2009-12-23 15:25:12|13685.49|ACT-00020|ACT-59698|processed|payment for invoice # INV-187475|2009-12-24 00:00:00|u3977
TRN-219200|U69319U26663|2013-03-06 09:26:20|2594.69|ACT-00006|ACT-50360|processed|payment for invoice # INV-239597|2013-03-07 00:00:00|u2204
TRN-509814|U14472V62281|2011-12-09 11:53:33|39001.87|ACT-00018|ACT-11034|processed|payment for invoice # INV-488585|2011-12-15 00:00:00|u3977
TRN-630504|A14931I77042|2014-01-15 16:46:04|10649.02|ACT-00014|ACT-46570|processed|payment for invoice # INV-324358|2014-01-16 00:00:00|u2204
TRN-198907|T91889N84208|2013-03-22 09:47:44|15103.35|ACT-00020|ACT-55676|processed|payment for invoice # INV-663300|2013-03-28 00:00:00|u2204
TRN-626050|Y74513K16220|2012-06-18 10:52:01|8071.61|ACT-00031|ACT-80828|processed|payment for invoice # INV-515263|2012-06-21 00:00:00|u2204
TRN-987373|J32924T64765|2014-01-20 12:58:22|93743.65|ACT-00028|ACT-93939|processed|payment for invoice # INV-301762|2014-01-23 00:00:00|u3977
TRN-674914|C94092Y13840|2006-12-29 12:29:36|77189.74|ACT-00014|ACT-72017|processed|payment for invoice # INV-782388|2007-01-04 00:00:00|u3977
TRN-162303|U19442I30724|2011-08-22 12:45:09|43163.95|ACT-00009|ACT-93939|processed|payment for invoice # INV-524019|2011-08-25 00:00:00|u3977
TRN-666976|C55378M26610|2011-05-18 16:58:59|1359.22|ACT-00037|ACT-84271|processed|payment for invoice # INV-364105|2011-05-19 00:00:00|u9615
TRN-494384|W93943U80315|2012-12-10 14:57:33|1129.77|ACT-00001|ACT-45489|processed|payment for invoice # INV-122111|2012-12-13 00:00:00|u9615
TRN-104384|N96192A14289|2014-05-19 15:10:04|2617.63|ACT-00007|ACT-34595|processed|payment for invoice # INV-566002|2014-05-22 00:00:00|u9615
TRN-408104|X86531P96325|2014-09-24 16:59:04|38347.01|ACT-00034|ACT-34595|processed|payment for invoice # INV-614524|2014-09-25 00:00:00|u3977
TRN-315915|S39446U36748|2013-04-22 11:03:25|9857.32|ACT-00036|ACT-69837|processed|payment for invoice # INV-308697|2013-04-25 00:00:00|u2204
TRN-128697|Z91343R68125|2010-02-17 10:35:13|14678.95|ACT-00024|ACT-95862|processed|payment for invoice # INV-908567|2010-02-18 00:00:00|u2204
TRN-326721|L97265U18236|2008-11-27 14:49:16|5853.70|ACT-00022|ACT-36515|processed|payment for invoice # INV-261050|2008-12-04 00:00:00|u2204
TRN-824464|G12409C68228|2016-09-26 11:55:20|19078.82|ACT-00004|ACT-87049|processed|payment for invoice # INV-569078|2016-09-29 00:00:00|u2204
TRN-568224|S67291S84695|2015-12-28 11:48:48|4444.02|ACT-00019|ACT-34595|processed|payment for invoice # INV-913438|2015-12-31 00:00:00|u9615
TRN-814357|G16447T83266|2011-11-16 14:28:08|4927.91|ACT-00024|ACT-34595|processed|payment for invoice # INV-437489|2011-11-17 00:00:00|u2204
TRN-361232|N73520H16436|2012-03-29 15:46:43|4995.89|ACT-00013|ACT-59698|processed|payment for invoice # INV-236564|2012-04-05 00:00:00|u9615
TRN-785047|B21493B19779|2010-06-17 12:02:37|7117.58|ACT-00025|ACT-95862|processed|payment for invoice # INV-999241|2010-06-24 00:00:00|u2204
TRN-550604|B89295D42620|2012-02-20 11:15:41|7430.79|ACT-00026|ACT-93939|processed|payment for invoice # INV-834708|2012-02-23 00:00:00|u3977
TRN-977586|U31166I35536|2016-04-11 16:15:12|428.38|ACT-00028|ACT-95624|processed|payment for invoice # INV-941099|2016-04-14 00:00:00|u9615
TRN-963101|W40519E10236|2016-03-11 13:41:53|2324.75|ACT-00031|ACT-45489|processed|payment for invoice # INV-390070|2016-03-17 00:00:00|u9615
TRN-290330|K79497O49777|2013-08-13 16:20:00|20901.41|ACT-00014|ACT-14189|processed|payment for invoice # INV-926617|2013-08-15 00:00:00|u2204
TRN-668699|M41887U31320|2012-11-21 10:13:14|34696.13|ACT-00037|ACT-86906|processed|payment for invoice # INV-425779|2012-11-22 00:00:00|u3977
TRN-491771|M46032N65084|2008-06-02 10:32:18|14333.88|ACT-00037|ACT-87049|processed|payment for invoice # INV-848778|2008-06-05 00:00:00|u2204
TRN-177270|D95630X92201|2011-03-18 12:40:00|7662.66|ACT-00025|ACT-36515|processed|payment for invoice # INV-636173|2011-03-24 00:00:00|u3977
TRN-193602|U43502N65196|2011-12-02 16:16:31|12682.17|ACT-00006|ACT-55676|processed|payment for invoice # INV-311891|2011-12-08 00:00:00|u2204
TRN-239564|Y99584X30364|2012-12-24 14:01:16|12521.67|ACT-00006|ACT-87049|processed|payment for invoice # INV-638429|2012-12-27 00:00:00|u2204
TRN-462072|T40181D67329|2006-08-31 15:40:48|816.90|ACT-00036|ACT-46570|processed|payment for invoice # INV-161307|2006-09-07 00:00:00|u9615
TRN-932864|A69418H69107|2009-04-14 16:48:30|3165.36|ACT-00002|ACT-50360|processed|payment for invoice # INV-922376|2009-04-16 00:00:00|u9615
TRN-893121|E40472N23925|2006-03-01 14:34:55|5786.80|ACT-00030|ACT-87049|processed|payment for invoice # INV-961495|2006-03-02 00:00:00|u2204
TRN-818764|V42110Q11281|2015-11-27 10:14:00|6519.83|ACT-00037|ACT-34595|processed|payment for invoice # INV-190654|2015-12-03 00:00:00|u2204
TRN-406308|F94352I27881|2013-03-22 15:02:08|32657.17|ACT-00006|ACT-14189|processed|payment for invoice # INV-976273|2013-03-28 00:00:00|u3977
TRN-970803|B29551L40965|2010-01-18 16:50:48|25371.15|ACT-00036|ACT-53050|processed|payment for invoice # INV-886217|2010-01-21 00:00:00|u3977
TRN-528146|U89453Y52438|2014-09-22 16:55:56|46495.89|ACT-00016|ACT-45489|processed|payment for invoice # INV-580621|2014-09-25 00:00:00|u3977
TRN-586934|D20416L16018|2010-07-09 14:25:24|591.74|ACT-00016|ACT-34595|processed|payment for invoice # INV-826782|2010-07-15 00:00:00|u2204
TRN-889038|O86057J72704|2013-09-02 15:24:04|31715.49|ACT-00014|ACT-45489|processed|payment for invoice # INV-373143|2013-09-05 00:00:00|u3977
TRN-975934|V30399I83851|2015-06-08 16:29:03|5750.15|ACT-00005|ACT-84271|processed|payment for invoice # INV-209971|2015-06-11 00:00:00|u2204
TRN-821807|V89225I21362|2015-04-20 09:06:21|30273.20|ACT-00017|ACT-80828|processed|payment for invoice # INV-652362|2015-04-23 00:00:00|u3977
TRN-105361|K85118K47874|2013-06-24 11:19:48|47778.92|ACT-00015|ACT-87049|processed|payment for invoice # INV-828892|2013-06-27 00:00:00|u3269
TRN-232220|Q13173Y53571|2011-05-19 13:16:54|1096.01|ACT-00034|ACT-53050|processed|payment for invoice # INV-706516|2011-05-26 00:00:00|u9615
TRN-406653|F60079V92181|2012-12-03 13:53:17|18126.98|ACT-00010|ACT-14189|processed|payment for invoice # INV-196299|2012-12-06 00:00:00|u2204
TRN-771643|C29820J12929|2012-11-05 10:14:01|2869.07|ACT-00015|ACT-84271|processed|payment for invoice # INV-997210|2012-11-08 00:00:00|u9615
TRN-672922|Y15606V14509|2012-05-21 10:45:07|14798.14|ACT-00008|ACT-45489|processed|payment for invoice # INV-905449|2012-05-24 00:00:00|u2204
TRN-817709|O94075Q50819|2011-12-05 14:51:58|23537.58|ACT-00024|ACT-93939|processed|payment for invoice # INV-216411|2011-12-08 00:00:00|u2204
TRN-578954|G47402I39600|2012-12-10 13:21:57|10873.83|ACT-00011|ACT-14189|processed|payment for invoice # INV-957544|2012-12-13 00:00:00|u2204
TRN-573522|W96555G39465|2008-03-11 12:24:29|4880.52|ACT-00036|ACT-87049|processed|payment for invoice # INV-396304|2008-03-13 00:00:00|u9615
TRN-245964|F35429C75266|2012-06-22 11:05:07|39670.00|ACT-00023|ACT-45489|processed|payment for invoice # INV-893951|2012-06-28 00:00:00|u3977
TRN-142427|S31382V31120|2011-04-26 14:30:42|36884.20|ACT-00033|ACT-87049|processed|payment for invoice # INV-563830|2011-04-28 00:00:00|u3977
TRN-897348|U48594P25845|2014-05-05 09:55:31|49234.52|ACT-00030|ACT-50360|processed|payment for invoice # INV-823686|2014-05-08 00:00:00|u3977
TRN-588993|I22305B39448|2016-02-08 11:49:24|75526.97|ACT-00018|ACT-34595|processed|payment for invoice # INV-903950|2016-02-11 00:00:00|u3977
TRN-121695|L96614K34141|2015-04-07 11:21:43|28292.20|ACT-00011|ACT-14189|processed|payment for invoice # INV-967001|2015-04-09 00:00:00|u2204
TRN-520140|E40355J97698|2014-05-19 16:42:55|34921.69|ACT-00030|ACT-93939|processed|payment for invoice # INV-431910|2014-05-22 00:00:00|u3977
TRN-803679|X36494P80200|2014-05-27 12:20:26|2929.99|ACT-00014|ACT-87049|processed|payment for invoice # INV-610115|2014-06-05 00:00:00|u9615
TRN-889061|O73935U42482|2010-04-19 15:19:11|7760.14|ACT-00001|ACT-55676|processed|payment for invoice # INV-424095|2010-04-22 00:00:00|u2204
TRN-799597|T37719M97708|2011-12-09 13:03:10|2330.47|ACT-00025|ACT-95862|processed|payment for invoice # INV-319950|2011-12-15 00:00:00|u9615
TRN-142607|T90921W71230|2013-01-07 11:29:02|14573.97|ACT-00005|ACT-36515|processed|payment for invoice # INV-242334|2013-01-10 00:00:00|u2204
TRN-681941|S62303T99993|2011-07-11 12:27:14|19299.27|ACT-00017|ACT-95862|processed|payment for invoice # INV-869247|2011-07-14 00:00:00|u2204
TRN-147084|U18698W62788|2014-02-26 09:03:18|8951.06|ACT-00002|ACT-80828|processed|payment for invoice # INV-148012|2014-02-27 00:00:00|u2204
TRN-686796|Q51445M35843|2013-01-07 10:18:36|18295.33|ACT-00034|ACT-11034|processed|payment for invoice # INV-906510|2013-01-10 00:00:00|u2204
TRN-932359|V18037M49060|2008-08-04 14:30:51|31840.70|ACT-00020|ACT-93939|processed|payment for invoice # INV-201814|2008-08-07 00:00:00|u3977
TRN-948240|G31139Z80412|2015-08-26 15:03:15|23625.82|ACT-00031|ACT-87049|processed|payment for invoice # INV-315715|2015-08-27 00:00:00|u2204
TRN-127018|I24904F58118|2016-03-11 12:04:05|16502.70|ACT-00031|ACT-34595|processed|payment for invoice # INV-671970|2016-03-17 00:00:00|u2204
TRN-197614|B52615X68397|2013-03-18 16:20:12|260.58|ACT-00004|ACT-14189|processed|payment for invoice # INV-447756|2013-03-21 00:00:00|u9615
TRN-997383|E14793U62587|2015-11-25 13:22:43|30973.51|ACT-00008|ACT-34595|processed|payment for invoice # INV-133905|2015-11-26 00:00:00|u3977
TRN-144999|G65960T70536|2012-12-05 15:35:23|101942.56|ACT-00023|ACT-11034|processed|payment for invoice # INV-797512|2012-12-06 00:00:00|u3269
TRN-764165|K78276U20248|2014-01-21 10:47:50|29137.67|ACT-00004|ACT-80828|processed|payment for invoice # INV-505103|2014-01-23 00:00:00|u2204
TRN-416540|V94006J91476|2012-11-05 13:57:50|90813.58|ACT-00001|ACT-69837|processed|payment for invoice # INV-869568|2012-11-08 00:00:00|u3977
TRN-698550|M35797H10445|2014-06-04 14:52:04|2100.40|ACT-00029|ACT-87049|processed|payment for invoice # INV-481459|2014-06-05 00:00:00|u9615
TRN-846556|R31548P42835|2016-01-28 12:44:03|9832.07|ACT-00030|ACT-45489|processed|payment for invoice # INV-187532|2016-02-04 00:00:00|u2204
TRN-951875|H12007K51800|2012-01-16 14:11:06|5016.10|ACT-00024|ACT-55676|processed|payment for invoice # INV-193590|2012-01-19 00:00:00|u2204
TRN-150780|W93589I95013|2015-04-10 13:54:45|15904.61|ACT-00022|ACT-34595|processed|payment for invoice # INV-407237|2015-04-16 00:00:00|u2204
TRN-602864|X43825B79100|2010-03-05 09:45:19|19617.43|ACT-00020|ACT-53050|processed|payment for invoice # INV-324383|2010-03-11 00:00:00|u3977
TRN-429758|W40679M64846|2012-12-10 15:25:18|35184.88|ACT-00024|ACT-14189|processed|payment for invoice # INV-610341|2012-12-13 00:00:00|u3977
TRN-225625|T72687K92736|2012-12-06 09:11:24|4223.91|ACT-00016|ACT-14189|processed|payment for invoice # INV-682470|2012-12-13 00:00:00|u9615
TRN-927518|X80988A73342|2004-12-24 12:43:38|28690.70|ACT-00036|ACT-20925|processed|payment for invoice # INV-624706|2004-12-30 00:00:00|u2204
TRN-672861|Z46175G56862|2010-12-20 10:00:15|11785.54|ACT-00021|ACT-11034|processed|payment for invoice # INV-267325|2010-12-23 00:00:00|u2204
TRN-268786|Y71052A38166|2008-05-27 16:57:14|9295.35|ACT-00007|ACT-95624|processed|payment for invoice # INV-827731|2008-05-29 00:00:00|u3977
TRN-207172|V40049P55217|2009-04-30 13:53:02|506.88|ACT-00022|ACT-70849|processed|payment for invoice # INV-473171|2009-05-07 00:00:00|u9615
TRN-217768|X41024I19531|2013-01-07 15:47:05|17531.38|ACT-00002|ACT-93939|processed|payment for invoice # INV-948878|2013-01-10 00:00:00|u3977
TRN-732403|U45276J62681|2006-10-11 09:36:32|9159.18|ACT-00030|ACT-20501|processed|payment for invoice # INV-344190|2006-10-12 00:00:00|u2204
TRN-247571|Q54668P70748|2010-01-21 11:22:12|30159.48|ACT-00004|ACT-55676|processed|payment for invoice # INV-959713|2010-01-28 00:00:00|u3977
TRN-517522|O20719O24317|2012-02-06 16:15:34|25420.62|ACT-00007|ACT-45489|processed|payment for invoice # INV-989504|2012-02-09 00:00:00|u2204
TRN-171575|D57735U72301|2015-11-30 11:23:36|24152.56|ACT-00028|ACT-34595|processed|payment for invoice # INV-860313|2015-12-03 00:00:00|u2204
TRN-545569|N55908V72308|2014-03-03 14:26:33|25683.51|ACT-00011|ACT-87049|processed|payment for invoice # INV-512380|2014-03-06 00:00:00|u2204
TRN-519070|I83987M98747|2006-12-07 14:18:51|33705.96|ACT-00037|ACT-20501|processed|payment for invoice # INV-188767|2006-12-14 00:00:00|u3977
TRN-524248|C83873Y53470|2010-01-21 11:28:50|25642.69|ACT-00006|ACT-50360|processed|payment for invoice # INV-225973|2010-01-28 00:00:00|u2204
TRN-163367|Y17000S71873|2010-06-22 15:39:29|11214.60|ACT-00022|ACT-21097|processed|payment for invoice # INV-748145|2010-06-24 00:00:00|u2204
TRN-199532|H67785T59054|2013-02-20 10:33:06|6834.72|ACT-00014|ACT-93939|processed|payment for invoice # INV-405340|2013-02-21 00:00:00|u3977
TRN-374759|R52204J45106|2008-08-26 09:41:15|90.46|ACT-00003|ACT-14189|processed|payment for invoice # INV-302097|2008-08-28 00:00:00|u8049
TRN-210180|T65909Q91306|2013-03-21 13:36:21|23780.52|ACT-00031|ACT-11034|processed|payment for invoice # INV-258096|2013-03-28 00:00:00|u2204
TRN-498696|I49700U88942|2016-11-22 11:54:37|13740.89|ACT-00001|ACT-34595|processed|payment for invoice # INV-891044|2016-11-24 00:00:00|u2204
TRN-908021|T38824J28050|2010-04-19 13:28:27|5888.25|ACT-00017|ACT-11034|processed|payment for invoice # INV-249071|2010-04-22 00:00:00|u2204
TRN-498523|F26272E22282|2011-11-14 10:39:59|17325.78|ACT-00016|ACT-46570|processed|payment for invoice # INV-131285|2011-11-17 00:00:00|u2204
TRN-465659|J45774N24182|2016-10-26 11:08:12|12670.93|ACT-00002|ACT-45489|processed|payment for invoice # INV-548735|2016-10-27 00:00:00|u2204
TRN-545154|W14468H74777|2013-01-14 15:33:26|18373.11|ACT-00015|ACT-69808|processed|payment for invoice # INV-753795|2013-01-17 00:00:00|u2204
TRN-264167|W95724H93643|2015-04-13 12:04:20|4892.86|ACT-00032|ACT-14189|processed|payment for invoice # INV-153364|2015-04-16 00:00:00|u9615
