invoice_id|po_id|vendor_id|invoice_dt|invoice_image_path|payment_due_by_dt|received_dt|received_by_user_id|total
INV-971006|PUO-129808325|VD-0460|2012-02-08 00:00:00|not available|2012-04-10 00:00:00|2012-02-16 00:00:00|u2204|3294.83
INV-800261|PUO-069421579|VD-0587|2012-01-09 00:00:00|not available|2012-03-12 00:00:00|2012-01-16 00:00:00|u7882|4986.09
INV-106140|PUO-001546992|VD-0376|2011-10-24 00:00:00|not available|2012-01-03 00:00:00|2011-11-03 00:00:00|u0371|20752.30
INV-225642|PUO-623905474|VD-0252|2015-11-02 00:00:00|not available|2016-01-22 00:00:00|2015-11-09 00:00:00|u1584|7915.06
INV-871715|PUO-197703937|VD-0074|2006-02-07 00:00:00|not available|2006-04-10 00:00:00|2006-02-13 00:00:00|u1645|5718.97
INV-544553|PUO-159768616|VD-0257|2013-12-24 00:00:00|not available|2014-02-26 00:00:00|2013-12-30 00:00:00|u0371|13255.28
INV-648894|PUO-121166608|VD-0029|2012-04-02 00:00:00|not available|2012-06-29 00:00:00|2012-04-10 00:00:00|u4539|3451.03
INV-198451|PUO-289105492|VD-0100|2013-08-05 00:00:00|not available|2013-09-23 00:00:00|2013-08-14 00:00:00|u1584|35468.44
INV-663479|PUO-189520744|VD-0570|2011-11-09 00:00:00|not available|2012-01-23 00:00:00|2011-11-17 00:00:00|u8204|20993.84
INV-261251|PUO-335131813|VD-0575|2012-10-22 00:00:00|not available|2012-12-14 00:00:00|2012-10-29 00:00:00|u1584|792.03
INV-758827|PUO-177504473|VD-0074|2006-02-07 00:00:00|not available|2006-04-07 00:00:00|2006-02-14 00:00:00|u0371|11922.86
INV-385238|PUO-044726344|VD-0254|2013-12-06 00:00:00|not available|2014-02-24 00:00:00|2013-12-10 00:00:00|u8295|33653.59
INV-922123|PUO-564733308|VD-0279|2015-03-17 00:00:00|not available|2015-06-15 00:00:00|2015-03-20 00:00:00|u2204|8465.08
INV-119258|PUO-092469655|VD-0585|2011-09-02 00:00:00|not available|2011-11-07 00:00:00|2011-09-08 00:00:00|u1584|1315.37
INV-431233|PUO-286283027|VD-0100|2013-07-30 00:00:00|not available|2013-10-14 00:00:00|2013-08-07 00:00:00|u4539|53302.77
INV-304512|PUO-021255227|VD-0584|2007-09-03 00:00:00|not available|2007-11-26 00:00:00|2007-09-06 00:00:00|u8204|27986.67
INV-157886|PUO-117503630|VD-0092|2013-11-19 00:00:00|not available|2014-01-10 00:00:00|2013-11-27 00:00:00|u9615|887.64
INV-131113|PUO-007211475|VD-0580|2012-06-11 00:00:00|not available|2012-08-27 00:00:00|2012-06-18 00:00:00|u4539|3563.72
INV-128704|PUO-010844454|VD-0407|2011-10-18 00:00:00|not available|2011-12-20 00:00:00|2011-10-24 00:00:00|u2204|14281.87
INV-402122|PUO-492775191|VD-0125|2016-06-30 00:00:00|not available|2016-09-09 00:00:00|2016-07-06 00:00:00|u7724|3077.22
INV-795028|PUO-336248637|VD-0576|2015-11-19 00:00:00|not available|2016-02-04 00:00:00|2015-11-25 00:00:00|u7724|14279.98
INV-481327|PUO-169177527|VD-0554|2016-01-04 00:00:00|not available|2016-03-31 00:00:00|2016-01-11 00:00:00|u7724|16161.17
INV-831845|PUO-019637027|VD-0582|2014-04-14 00:00:00|not available|2014-05-30 00:00:00|2014-04-23 00:00:00|u3977|28955.26
INV-766051|PUO-220897095|VD-0509|2014-09-02 00:00:00|not available|2014-10-08 00:00:00|2014-09-10 00:00:00|u9615|9716.54
INV-874892|PUO-041984555|VD-0108|2007-11-19 00:00:00|not available|2008-01-28 00:00:00|2007-11-23 00:00:00|u8204|51737.98
INV-205686|PUO-246957675|VD-0050|2011-02-24 00:00:00|not available|2011-03-31 00:00:00|2011-02-28 00:00:00|u4539|45380.54
INV-703904|PUO-127775164|VD-0185|2011-05-09 00:00:00|not available|2011-08-08 00:00:00|2011-05-13 00:00:00|u2204|19380.62
INV-449842|PUO-168820168|VD-0568|2015-03-25 00:00:00|not available|2015-05-29 00:00:00|2015-04-01 00:00:00|u2204|62007.50
INV-332168|PUO-301224451|VD-0545|2015-08-26 00:00:00|not available|2015-11-24 00:00:00|2015-08-31 00:00:00|u8295|31814.37
INV-761446|PUO-119867975|VD-0100|2012-01-26 00:00:00|not available|2012-04-10 00:00:00|2012-02-01 00:00:00|u4539|35637.40
INV-180447|PUO-010900946|VD-0112|2013-02-05 00:00:00|not available|2013-03-25 00:00:00|2013-02-12 00:00:00|u9615|25140.90
INV-362453|PUO-263749495|VD-0410|2012-08-29 00:00:00|not available|2012-10-17 00:00:00|2012-09-03 00:00:00|u8049|7837.73
INV-552793|PUO-117608633|VD-0254|2014-03-31 00:00:00|not available|2014-05-02 00:00:00|2014-04-10 00:00:00|u9615|6318.87
INV-308317|PUO-091372790|VD-0452|2012-08-20 00:00:00|not available|2012-11-14 00:00:00|2012-08-27 00:00:00|u2204|49520.06
INV-207211|PUO-250550921|VD-0460|2012-11-15 00:00:00|not available|2012-12-17 00:00:00|2012-11-26 00:00:00|u8049|52595.31
INV-159650|PUO-012258239|VD-0199|2013-02-22 00:00:00|not available|2013-04-02 00:00:00|2013-03-04 00:00:00|u8049|34738.78
INV-228642|PUO-012827381|VD-0252|2014-11-25 00:00:00|not available|2014-12-29 00:00:00|2014-12-05 00:00:00|u3977|23815.04
INV-635088|PUO-078704617|VD-0067|2011-12-27 00:00:00|not available|2012-03-19 00:00:00|2012-01-04 00:00:00|u2204|6097.11
INV-450737|PUO-068360331|VD-0185|2011-05-09 00:00:00|not available|2011-07-20 00:00:00|2011-05-16 00:00:00|u8049|39329.20
INV-845248|PUO-193653492|VD-0199|2013-02-22 00:00:00|not available|2013-04-26 00:00:00|2013-03-04 00:00:00|u8295|3144.04
INV-228066|PUO-188389693|VD-0526|2011-11-15 00:00:00|not available|2012-02-13 00:00:00|2011-11-21 00:00:00|u2204|13611.79
INV-140210|PUO-006962550|VD-0206|2015-11-04 00:00:00|not available|2016-02-01 00:00:00|2015-11-09 00:00:00|u0775|20592.53
INV-211485|PUO-009477210|VD-0074|2006-02-06 00:00:00|not available|2006-04-05 00:00:00|2006-02-13 00:00:00|u1645|1593.15
INV-932702|PUO-279151639|VD-0509|2014-09-02 00:00:00|not available|2014-10-16 00:00:00|2014-09-08 00:00:00|u1645|34414.95
INV-813583|PUO-514181534|VD-0257|2013-12-27 00:00:00|not available|2014-02-11 00:00:00|2014-01-03 00:00:00|u3977|4365.31
INV-122163|PUO-006135353|VD-0380|2012-12-17 00:00:00|not available|2013-01-24 00:00:00|2012-12-24 00:00:00|u1584|29374.31
INV-959030|PUO-029292961|VD-0478|2013-12-09 00:00:00|not available|2014-03-03 00:00:00|2013-12-13 00:00:00|u9615|47022.90
INV-542097|PUO-572621151|VD-0125|2016-09-26 00:00:00|not available|2016-10-28 00:00:00|2016-09-28 00:00:00|u8295|71.09
INV-733033|PUO-206299409|VD-0570|2011-11-09 00:00:00|not available|2012-01-10 00:00:00|2011-11-11 00:00:00|u8204|42886.79
INV-556732|PUO-102371305|VD-0564|2011-06-06 00:00:00|not available|2011-07-19 00:00:00|2011-06-14 00:00:00|u4539|8962.87
INV-331754|PUO-053266405|VD-0452|2011-12-16 00:00:00|not available|2012-01-30 00:00:00|2011-12-27 00:00:00|u4539|33925.49
INV-876139|PUO-119568819|VD-0101|2011-11-10 00:00:00|not available|2011-12-27 00:00:00|2011-11-15 00:00:00|u1584|2261.17
INV-441973|PUO-290556170|VD-0056|2014-04-02 00:00:00|not available|2014-05-19 00:00:00|2014-04-10 00:00:00|u3977|35216.84
INV-910193|PUO-237725726|VD-0574|2011-03-15 00:00:00|not available|2011-05-10 00:00:00|2011-03-23 00:00:00|u2204|21989.97
INV-303097|PUO-054190350|VD-0434|2012-05-24 00:00:00|not available|2012-06-26 00:00:00|2012-06-01 00:00:00|u1584|77113.57
INV-671927|PUO-284127663|VD-0410|2012-10-11 00:00:00|not available|2012-12-27 00:00:00|2012-10-16 00:00:00|u1584|13030.53
INV-750144|PUO-064162431|VD-0500|2011-03-29 00:00:00|not available|2011-05-16 00:00:00|2011-04-05 00:00:00|u1584|9883.03
INV-181040|PUO-005687826|VD-0074|2006-02-06 00:00:00|not available|2006-04-26 00:00:00|2006-02-13 00:00:00|u0371|6702.34
INV-146311|PUO-108687862|VD-0074|2006-02-07 00:00:00|not available|2006-04-18 00:00:00|2006-02-10 00:00:00|u0371|4262.33
INV-691828|PUO-046440045|VD-0575|2011-09-26 00:00:00|not available|2011-12-08 00:00:00|2011-09-28 00:00:00|u7882|40604.71
INV-128258|PUO-108946111|VD-0273|2014-06-18 00:00:00|not available|2014-08-15 00:00:00|2014-06-23 00:00:00|u3977|9228.64
INV-278757|PUO-257222833|VD-0142|2010-04-21 00:00:00|not available|2010-07-12 00:00:00|2010-04-28 00:00:00|u8049|68277.53
INV-476052|PUO-011745329|VD-0272|2013-08-26 00:00:00|not available|2013-11-04 00:00:00|2013-08-30 00:00:00|u1584|7898.11
INV-127258|PUO-332358439|VD-0575|2012-10-16 00:00:00|not available|2012-12-17 00:00:00|2012-10-22 00:00:00|u2204|19125.73
INV-228567|PUO-237810224|VD-0142|2010-03-04 00:00:00|not available|2010-05-31 00:00:00|2010-03-08 00:00:00|u8049|32054.62
INV-605449|PUO-162199967|VD-0501|2013-04-23 00:00:00|not available|2013-06-04 00:00:00|2013-04-26 00:00:00|u8204|3025.86
INV-664426|PUO-272494596|VD-0279|2015-03-16 00:00:00|not available|2015-04-22 00:00:00|2015-03-24 00:00:00|u7882|6387.78
INV-157903|PUO-008701125|VD-0245|2013-01-03 00:00:00|not available|2013-02-11 00:00:00|2013-01-11 00:00:00|u8295|30802.45
INV-944209|PUO-258962175|VD-0272|2015-07-31 00:00:00|not available|2015-08-31 00:00:00|2015-08-04 00:00:00|u2204|33227.47
INV-357146|PUO-002264846|VD-0056|2012-06-25 00:00:00|not available|2012-08-06 00:00:00|2012-07-02 00:00:00|u9615|5515.91
INV-654952|PUO-089485149|VD-0173|2014-01-27 00:00:00|not available|2014-04-03 00:00:00|2014-02-04 00:00:00|u2204|23540.48
INV-778418|PUO-461494186|VD-0125|2016-05-25 00:00:00|not available|2016-08-09 00:00:00|2016-05-27 00:00:00|u8204|3801.60
INV-863408|PUO-205833409|VD-0545|2014-09-29 00:00:00|not available|2014-12-15 00:00:00|2014-10-07 00:00:00|u1584|10090.35
INV-896514|PUO-305661360|VD-0056|2014-05-12 00:00:00|not available|2014-07-08 00:00:00|2014-05-19 00:00:00|u7882|20221.06
INV-360110|PUO-143183177|VD-0397|2010-01-25 00:00:00|not available|2010-03-22 00:00:00|2010-01-28 00:00:00|u8049|12601.99
INV-981955|PUO-197601307|VD-0521|2011-08-02 00:00:00|not available|2011-09-19 00:00:00|2011-08-11 00:00:00|u9615|7977.16
INV-301816|PUO-067259642|VD-0513|2009-04-22 00:00:00|not available|2009-06-11 00:00:00|2009-04-27 00:00:00|u0371|25702.00
INV-867966|PUO-160196486|VD-0206|2015-11-04 00:00:00|not available|2016-01-05 00:00:00|2015-11-13 00:00:00|u9615|6250.94
INV-749908|PUO-111309088|VD-0101|2011-11-10 00:00:00|not available|2012-01-12 00:00:00|2011-11-14 00:00:00|u8049|10155.74
INV-263741|PUO-027347264|VD-0587|2012-01-09 00:00:00|not available|2012-02-15 00:00:00|2012-01-11 00:00:00|u7882|65203.70
INV-800550|PUO-287262475|VD-0526|2011-11-15 00:00:00|not available|2012-02-02 00:00:00|2011-11-17 00:00:00|u4539|1276.53
INV-653192|PUO-256233127|VD-0576|2015-11-19 00:00:00|not available|2016-01-18 00:00:00|2015-11-23 00:00:00|u1584|22136.21
INV-835911|PUO-277812387|VD-0366|2013-03-26 00:00:00|not available|2013-05-13 00:00:00|2013-04-02 00:00:00|u8295|26404.82
INV-134338|PUO-018442694|VD-0509|2014-09-02 00:00:00|not available|2014-10-22 00:00:00|2014-09-05 00:00:00|u1645|26521.13
INV-570746|PUO-082427850|VD-0460|2011-11-04 00:00:00|not available|2012-01-11 00:00:00|2011-11-14 00:00:00|u2204|15584.59
INV-510008|PUO-022831542|VD-0272|2013-09-23 00:00:00|not available|2013-11-04 00:00:00|2013-10-02 00:00:00|u8295|38687.13
INV-652014|PUO-100206631|VD-0125|2015-03-06 00:00:00|not available|2015-04-23 00:00:00|2015-03-09 00:00:00|u8295|21937.10
INV-134813|PUO-008294649|VD-0152|2005-11-30 00:00:00|not available|2006-02-22 00:00:00|2005-12-06 00:00:00|u8204|16100.30
INV-349200|PUO-031765746|VD-0580|2012-06-11 00:00:00|not available|2012-08-24 00:00:00|2012-06-20 00:00:00|u4539|1853.22
INV-718677|PUO-314848622|VD-0252|2015-05-08 00:00:00|not available|2015-07-30 00:00:00|2015-05-11 00:00:00|u8204|9587.85
INV-535176|PUO-063947370|VD-0580|2012-06-11 00:00:00|not available|2012-07-26 00:00:00|2012-06-18 00:00:00|u2204|11749.05
INV-165630|PUO-018775634|VD-0199|2013-02-22 00:00:00|not available|2013-04-23 00:00:00|2013-02-28 00:00:00|u9615|19636.13
INV-359630|PUO-082715246|VD-0415|2012-01-30 00:00:00|not available|2012-03-05 00:00:00|2012-02-08 00:00:00|u8204|55191.12
INV-189358|PUO-156835569|VD-0173|2014-04-01 00:00:00|not available|2014-06-18 00:00:00|2014-04-09 00:00:00|u3977|27381.46
INV-671891|PUO-157539891|VD-0272|2014-09-30 00:00:00|not available|2014-12-10 00:00:00|2014-10-06 00:00:00|u2204|7280.77
INV-661680|PUO-171442203|VD-0574|2011-03-15 00:00:00|not available|2011-06-14 00:00:00|2011-03-25 00:00:00|u2204|315.50
INV-198834|PUO-015494305|VD-0526|2011-11-14 00:00:00|not available|2011-12-19 00:00:00|2011-11-21 00:00:00|u4539|37828.05
INV-439343|PUO-322959294|VD-0461|2016-02-29 00:00:00|not available|2016-04-07 00:00:00|2016-03-07 00:00:00|u7724|14674.36
INV-994071|PUO-073796105|VD-0290|2008-03-10 00:00:00|not available|2008-04-28 00:00:00|2008-03-17 00:00:00|u8204|21214.10
INV-903038|PUO-199961272|VD-0516|2013-03-11 00:00:00|not available|2013-04-17 00:00:00|2013-03-18 00:00:00|u3977|33321.81
INV-991918|PUO-369137344|VD-0206|2015-11-05 00:00:00|not available|2015-12-28 00:00:00|2015-11-13 00:00:00|u1584|45154.79
INV-420189|PUO-076838497|VD-0407|2011-10-18 00:00:00|not available|2012-01-12 00:00:00|2011-10-27 00:00:00|u2204|6050.99
INV-421391|PUO-190619753|VD-0276|2013-04-29 00:00:00|not available|2013-06-17 00:00:00|2013-05-03 00:00:00|u8204|38359.43
INV-621069|PUO-049963745|VD-0460|2011-08-29 00:00:00|not available|2011-10-10 00:00:00|2011-09-08 00:00:00|u8049|40791.16
INV-280118|PUO-078682365|VD-0279|2015-03-16 00:00:00|not available|2015-05-26 00:00:00|2015-03-19 00:00:00|u7882|10322.26
INV-390076|PUO-260663088|VD-0272|2015-08-06 00:00:00|not available|2015-09-28 00:00:00|2015-08-11 00:00:00|u8049|33497.94
INV-293085|PUO-062102099|VD-0564|2010-11-03 00:00:00|not available|2010-12-30 00:00:00|2010-11-08 00:00:00|u4539|11244.24
INV-532885|PUO-298913509|VD-0092|2014-12-01 00:00:00|not available|2015-01-13 00:00:00|2014-12-04 00:00:00|u1645|16950.64
INV-311143|PUO-123265619|VD-0585|2011-09-02 00:00:00|not available|2011-10-06 00:00:00|2011-09-12 00:00:00|u8204|14872.48
INV-841744|PUO-344350015|VD-0092|2015-02-24 00:00:00|not available|2015-04-20 00:00:00|2015-03-04 00:00:00|u8049|3923.94
INV-230336|PUO-007611497|VD-0120|2012-03-29 00:00:00|not available|2012-05-09 00:00:00|2012-04-10 00:00:00|u2204|17603.71
INV-290938|PUO-092634490|VD-0568|2015-03-25 00:00:00|not available|2015-06-11 00:00:00|2015-03-31 00:00:00|u1584|6668.77
INV-655458|PUO-040943614|VD-0252|2014-12-10 00:00:00|not available|2015-01-27 00:00:00|2014-12-15 00:00:00|u7724|23543.16
INV-565240|PUO-346594932|VD-0461|2016-03-01 00:00:00|not available|2016-04-26 00:00:00|2016-03-07 00:00:00|u4539|11782.11
INV-154160|PUO-043654714|VD-0284|2009-08-18 00:00:00|not available|2009-10-06 00:00:00|2009-08-26 00:00:00|u4539|7065.88
INV-401106|PUO-030875656|VD-0273|2013-07-08 00:00:00|not available|2013-10-03 00:00:00|2013-07-15 00:00:00|u8295|18242.22
INV-653370|PUO-431822884|VD-0125|2016-04-19 00:00:00|not available|2016-06-27 00:00:00|2016-04-27 00:00:00|u8204|3516.80
INV-542073|PUO-156353107|VD-0316|2011-04-20 00:00:00|not available|2011-07-14 00:00:00|2011-04-26 00:00:00|u1584|7490.56
INV-419044|PUO-181608154|VD-0254|2014-07-03 00:00:00|not available|2014-09-24 00:00:00|2014-07-07 00:00:00|u8295|9205.44
INV-105778|PUO-174746882|VD-0579|2013-03-08 00:00:00|not available|2013-04-08 00:00:00|2013-03-11 00:00:00|u8049|4649.99
INV-560442|PUO-107505418|VD-0171|2012-03-12 00:00:00|not available|2012-04-18 00:00:00|2012-03-19 00:00:00|u8204|20715.58
INV-401328|PUO-283454638|VD-0254|2014-11-12 00:00:00|not available|2014-12-29 00:00:00|2014-11-17 00:00:00|u9615|13121.87
INV-498364|PUO-176875498|VD-0397|2010-03-29 00:00:00|not available|2010-05-27 00:00:00|2010-04-06 00:00:00|u8049|22847.85
INV-672654|PUO-276178397|VD-0279|2015-03-16 00:00:00|not available|2015-04-29 00:00:00|2015-03-18 00:00:00|u0775|6924.21
INV-856857|PUO-160246726|VD-0452|2013-09-23 00:00:00|not available|2013-11-22 00:00:00|2013-09-27 00:00:00|u2204|59684.94
INV-181962|PUO-067228878|VD-0101|2011-11-10 00:00:00|not available|2012-02-08 00:00:00|2011-11-18 00:00:00|u1584|2579.61
INV-349909|PUO-069524844|VD-0231|2010-03-24 00:00:00|not available|2010-06-14 00:00:00|2010-03-30 00:00:00|u3977|16771.25
INV-629657|PUO-151741397|VD-0575|2012-02-14 00:00:00|not available|2012-03-28 00:00:00|2012-02-16 00:00:00|u8049|48044.60
INV-892994|PUO-378484875|VD-0568|2015-03-25 00:00:00|not available|2015-05-26 00:00:00|2015-04-02 00:00:00|u8295|815.08
INV-253068|PUO-190517711|VD-0029|2012-08-27 00:00:00|not available|2012-11-06 00:00:00|2012-08-30 00:00:00|u8204|24740.43
INV-776316|PUO-172265424|VD-0573|2004-12-01 00:00:00|not available|2005-01-13 00:00:00|2004-12-08 00:00:00|u8204|20007.20
INV-106198|PUO-002218152|VD-0141|2011-01-03 00:00:00|not available|2011-03-31 00:00:00|2011-01-11 00:00:00|u0371|15560.88
INV-337430|PUO-027158869|VD-0112|2013-02-05 00:00:00|not available|2013-04-25 00:00:00|2013-02-12 00:00:00|u1584|23256.47
INV-811824|PUO-068759314|VD-0379|2015-01-05 00:00:00|not available|2015-04-01 00:00:00|2015-01-08 00:00:00|u0775|31227.31
INV-927707|PUO-402194375|VD-0576|2015-11-19 00:00:00|not available|2016-02-11 00:00:00|2015-11-23 00:00:00|u7724|2527.44
INV-754278|PUO-086420114|VD-0529|2008-05-06 00:00:00|not available|2008-07-14 00:00:00|2008-05-13 00:00:00|u0371|1951.10
INV-320833|PUO-105153009|VD-0568|2015-03-25 00:00:00|not available|2015-04-27 00:00:00|2015-04-02 00:00:00|u8295|3641.73
INV-358582|PUO-120468958|VD-0279|2015-03-16 00:00:00|not available|2015-06-01 00:00:00|2015-03-24 00:00:00|u7724|25681.28
INV-472770|PUO-520258965|VD-0125|2016-08-08 00:00:00|not available|2016-09-26 00:00:00|2016-08-12 00:00:00|u7882|3326.66
INV-890365|PUO-101822616|VD-0172|2012-06-29 00:00:00|not available|2012-09-26 00:00:00|2012-07-04 00:00:00|u9615|3712.52
INV-170993|PUO-316261859|VD-0272|2016-01-25 00:00:00|not available|2016-03-16 00:00:00|2016-01-28 00:00:00|u8049|6605.87
INV-450276|PUO-391208736|VD-0582|2016-04-25 00:00:00|not available|2016-05-30 00:00:00|2016-04-29 00:00:00|u3977|46144.02
INV-993569|PUO-317841547|VD-0526|2011-11-15 00:00:00|not available|2011-12-21 00:00:00|2011-11-24 00:00:00|u3977|50276.97
INV-494817|PUO-269557967|VD-0142|2010-05-19 00:00:00|not available|2010-08-16 00:00:00|2010-05-25 00:00:00|u2204|10060.94
INV-300723|PUO-037437462|VD-0304|2008-02-28 00:00:00|not available|2008-04-07 00:00:00|2008-03-04 00:00:00|u8204|2401.05
INV-162315|PUO-022856378|VD-0574|2011-03-15 00:00:00|not available|2011-04-26 00:00:00|2011-03-18 00:00:00|u3977|8476.83
INV-487383|PUO-116893873|VD-0029|2012-03-27 00:00:00|not available|2012-05-14 00:00:00|2012-04-02 00:00:00|u4539|14646.28
INV-414526|PUO-016872543|VD-0569|2011-07-25 00:00:00|not available|2011-09-07 00:00:00|2011-07-29 00:00:00|u9615|29501.49
INV-253616|PUO-709781|VD-0449|2015-08-15 00:00:00|not available|2015-08-23 00:00:00|2015-08-23 00:00:00|u8284|7500.00
INV-795209|PUO-079407801|VD-0377|2015-08-11 00:00:00|not available|2015-10-12 00:00:00|2015-08-20 00:00:00|u7724|85242.11
INV-429562|PUO-210743880|VD-0273|2015-08-24 00:00:00|not available|2015-11-10 00:00:00|2015-09-01 00:00:00|u3977|5336.54
INV-424010|PUO-002469998|VD-0276|2011-11-15 00:00:00|not available|2012-01-23 00:00:00|2011-11-24 00:00:00|u7882|29589.93
INV-108457|PUO-246116382|VD-0585|2011-09-05 00:00:00|not available|2011-11-07 00:00:00|2011-09-12 00:00:00|u2204|3922.81
INV-317906|PUO-157990194|VD-0284|2011-04-18 00:00:00|not available|2011-06-22 00:00:00|2011-04-21 00:00:00|u3977|10258.99
INV-402813|PUO-043285896|VD-0043|2008-11-03 00:00:00|not available|2009-01-16 00:00:00|2008-11-13 00:00:00|u8049|6541.79
INV-518262|PUO-110647847|VD-0461|2016-02-05 00:00:00|not available|2016-04-05 00:00:00|2016-02-08 00:00:00|u8204|10188.80
INV-693198|PUO-277828160|VD-0568|2015-03-25 00:00:00|not available|2015-06-12 00:00:00|2015-04-01 00:00:00|u0775|64702.15
INV-882649|PUO-364303895|VD-0279|2015-03-16 00:00:00|not available|2015-04-17 00:00:00|2015-03-25 00:00:00|u0775|16210.43
INV-414342|PUO-033845387|VD-0074|2006-02-06 00:00:00|not available|2006-03-21 00:00:00|2006-02-14 00:00:00|u1645|9621.94
INV-391308|PUO-131288746|VD-0050|2011-02-23 00:00:00|not available|2011-04-26 00:00:00|2011-03-02 00:00:00|u8049|466.61
INV-539281|PUO-205628811|VD-0279|2015-03-16 00:00:00|not available|2015-04-20 00:00:00|2015-03-25 00:00:00|u2204|5544.34
INV-424577|PUO-046766078|VD-0526|2011-11-14 00:00:00|not available|2012-01-04 00:00:00|2011-11-17 00:00:00|u2204|186.04
INV-389670|PUO-235330552|VD-0581|2010-05-26 00:00:00|not available|2010-08-06 00:00:00|2010-05-31 00:00:00|u2204|40938.53
INV-569078|PUO-544591952|VD-0125|2016-08-29 00:00:00|not available|2016-11-02 00:00:00|2016-09-06 00:00:00|u8295|19078.82
INV-181079|PUO-015853017|VD-0206|2015-11-04 00:00:00|not available|2015-12-31 00:00:00|2015-11-12 00:00:00|u1584|3769.95
INV-523763|PUO-046371180|VD-0161|2008-12-18 00:00:00|not available|2009-02-19 00:00:00|2008-12-24 00:00:00|u8204|19311.21
INV-640405|PUO-378404992|VD-0199|2013-02-25 00:00:00|not available|2013-04-25 00:00:00|2013-03-05 00:00:00|u9615|2201.45
INV-700698|PUO-159453930|VD-0500|2011-03-30 00:00:00|not available|2011-06-10 00:00:00|2011-04-05 00:00:00|u1645|10037.01
INV-195223|PUO-134948554|VD-0366|2013-03-26 00:00:00|not available|2013-05-23 00:00:00|2013-04-02 00:00:00|u0371|4312.78
INV-256080|PUO-122742338|VD-0461|2016-02-08 00:00:00|not available|2016-03-29 00:00:00|2016-02-15 00:00:00|u0775|20553.04
INV-635717|PUO-156692474|VD-0574|2011-03-15 00:00:00|not available|2011-05-24 00:00:00|2011-03-23 00:00:00|u2204|8625.33
INV-283481|PUO-043439504|VD-0206|2015-11-04 00:00:00|not available|2016-01-22 00:00:00|2015-11-09 00:00:00|u1584|40793.47
INV-357378|PUO-130916246|VD-0585|2011-09-02 00:00:00|not available|2011-11-24 00:00:00|2011-09-12 00:00:00|u2204|28336.10
INV-317388|PUO-097579291|VD-0576|2015-11-19 00:00:00|not available|2016-02-16 00:00:00|2015-11-23 00:00:00|u2204|27105.19
INV-950581|PUO-125498593|VD-0254|2014-04-14 00:00:00|not available|2014-07-03 00:00:00|2014-04-23 00:00:00|u1584|33713.20
INV-992908|PUO-495652158|VD-0199|2013-02-25 00:00:00|not available|2013-05-21 00:00:00|2013-02-28 00:00:00|u0371|143877.97
INV-848440|PUO-362171071|VD-0576|2015-11-19 00:00:00|not available|2016-02-15 00:00:00|2015-11-23 00:00:00|u0775|29680.19
INV-630523|PUO-202318153|VD-0377|2016-01-21 00:00:00|not available|2016-03-31 00:00:00|2016-01-26 00:00:00|u8295|14280.23
INV-115624|PUO-107649316|VD-0087|2011-06-22 00:00:00|not available|2011-08-15 00:00:00|2011-06-28 00:00:00|u9615|77779.53
INV-764478|PUO-180712324|VD-0087|2011-06-22 00:00:00|not available|2011-09-16 00:00:00|2011-06-27 00:00:00|u4539|16867.99
INV-408764|PUO-354415065|VD-0461|2016-03-02 00:00:00|not available|2016-05-17 00:00:00|2016-03-07 00:00:00|u0775|2482.65
INV-784123|PUO-041545496|VD-0460|2011-08-16 00:00:00|not available|2011-09-26 00:00:00|2011-08-23 00:00:00|u1584|14082.25
INV-925123|PUO-105118127|VD-0452|2012-11-26 00:00:00|not available|2013-02-25 00:00:00|2012-11-30 00:00:00|u1584|39539.77
INV-151006|PUO-137181221|VD-0342|2006-11-08 00:00:00|not available|2006-12-11 00:00:00|2006-11-13 00:00:00|u8204|1231.72
INV-803529|PUO-095773642|VD-0245|2013-01-03 00:00:00|not available|2013-02-11 00:00:00|2013-01-07 00:00:00|u8295|11849.06
INV-478678|PUO-078604970|VD-0330|2008-08-04 00:00:00|not available|2008-10-03 00:00:00|2008-08-11 00:00:00|u8049|10914.87
INV-298221|PUO-031193021|VD-0245|2013-01-03 00:00:00|not available|2013-03-25 00:00:00|2013-01-09 00:00:00|u8049|7603.96
INV-983871|PUO-083750506|VD-0183|2012-11-28 00:00:00|not available|2013-01-29 00:00:00|2012-12-06 00:00:00|u8204|2335.24
INV-660264|PUO-118685624|VD-0495|2011-02-22 00:00:00|not available|2011-04-20 00:00:00|2011-03-03 00:00:00|u0371|13909.25
INV-339614|PUO-152468351|VD-0575|2012-02-15 00:00:00|not available|2012-05-04 00:00:00|2012-02-17 00:00:00|u7882|1615.58
INV-916588|PUO-092567844|VD-0500|2011-03-29 00:00:00|not available|2011-05-25 00:00:00|2011-04-04 00:00:00|u1645|22649.73
INV-827192|PUO-242222214|VD-0509|2014-09-02 00:00:00|not available|2014-10-23 00:00:00|2014-09-09 00:00:00|u9615|5691.20
INV-818243|PUO-076454144|VD-0585|2011-09-01 00:00:00|not available|2011-10-03 00:00:00|2011-09-07 00:00:00|u9615|9961.72
INV-259515|PUO-101972145|VD-0410|2011-08-04 00:00:00|not available|2011-09-07 00:00:00|2011-08-09 00:00:00|u2204|805.81
INV-678475|PUO-007580085|VD-0014|2010-12-06 00:00:00|not available|2011-01-12 00:00:00|2010-12-13 00:00:00|u0371|3886.44
INV-742957|PUO-140237073|VD-0566|2006-11-20 00:00:00|not available|2007-02-13 00:00:00|2006-11-27 00:00:00|u4539|97117.83
